"Date","Parameter","Rhat","ESS_Bulk","ESS_Tail"
1990-01-01,"b_Intercept",0.999719851026138,1818.49348676965,1772.46224466739
1990-01-01,"b_CAPE",0.999913445194088,2203.05576865258,2106.03085627487
1990-01-01,"sd_Inflation_Category__Intercept",1.00002563841185,1148.21397610613,1526.18204779868
1990-01-01,"sigma",1.00098401962498,2492.75811662779,1630.51475987247
1990-01-01,"r_Inflation_Category[negative,Intercept]",0.999852828779385,1748.79135916437,1745.37565178501
1990-01-01,"r_Inflation_Category[low,Intercept]",0.999998756108799,1730.86269148936,1759.99917705566
1990-01-01,"r_Inflation_Category[high,Intercept]",0.999798780773843,1752.06790702591,1760.20368643149
1990-02-01,"b_Intercept",1.0008355375277,1868.95999454831,1533.46825447112
1990-02-01,"b_CAPE",1.00079771802219,2572.31213820292,1606.12442892958
1990-02-01,"sd_Inflation_Category__Intercept",1.00103016967185,1070.23300288031,1248.62856116674
1990-02-01,"sigma",1.00109770421995,2556.93327603375,1726.34815272821
1990-02-01,"r_Inflation_Category[negative,Intercept]",1.00055607251896,1746.18043290336,1748.83238333132
1990-02-01,"r_Inflation_Category[low,Intercept]",1.00019777441274,1779.60440290494,1756.87342903628
1990-02-01,"r_Inflation_Category[high,Intercept]",1.00012466112931,1797.05936318764,1701.92282803389
1990-03-01,"b_Intercept",1.00104704774475,1921.00223238994,1973.64269322178
1990-03-01,"b_CAPE",1.00044855704782,2220.39494365569,1595.0622425759
1990-03-01,"sd_Inflation_Category__Intercept",1.00152324615628,889.492219567912,1412.7549389697
1990-03-01,"sigma",0.999969204702136,2538.41655862769,1494.08097015343
1990-03-01,"r_Inflation_Category[negative,Intercept]",1.00071089440748,1766.36991719311,1723.45752450813
1990-03-01,"r_Inflation_Category[low,Intercept]",1.0007105443111,1775.54768982347,1730.88318191942
1990-03-01,"r_Inflation_Category[high,Intercept]",1.00072508716723,1809.43256614367,1743.69384438178
1990-04-01,"b_Intercept",1.00836287764948,2111.82788398235,1789.95702005414
1990-04-01,"b_CAPE",0.999724979646262,2355.6064615988,1834.38364367216
1990-04-01,"sd_Inflation_Category__Intercept",1.00132738477921,1123.97153353306,1303.18889846266
1990-04-01,"sigma",0.999992499674458,2018.13747531951,1748.83238333132
1990-04-01,"r_Inflation_Category[negative,Intercept]",1.00471218258981,2001.68216870883,1717.95132682458
1990-04-01,"r_Inflation_Category[low,Intercept]",1.00645745698812,1936.53092928812,1700.50847267192
1990-04-01,"r_Inflation_Category[high,Intercept]",1.00596475295859,1964.58171050263,1679.13327442191
1990-05-01,"b_Intercept",1.00181454078646,1629.49438935182,2016.25271924953
1990-05-01,"b_CAPE",1.00028864883067,2615.10752719296,1948.6699977552
1990-05-01,"sd_Inflation_Category__Intercept",0.999867862580966,1029.14564876328,1458.45300403797
1990-05-01,"sigma",1.00008022422898,2841.62279371652,2066.22367052635
1990-05-01,"r_Inflation_Category[negative,Intercept]",1.00238983216042,1549.4033952202,1947.12426404482
1990-05-01,"r_Inflation_Category[low,Intercept]",1.00238547166378,1483.5385095915,1826.39636008295
1990-05-01,"r_Inflation_Category[high,Intercept]",1.00174223319322,1546.74121044865,1989.71997130514
1990-06-01,"b_Intercept",1.00071417920892,1766.90826342894,1567.057699074
1990-06-01,"b_CAPE",1.0003486202322,2400.49751920697,1734.98822872937
1990-06-01,"sd_Inflation_Category__Intercept",1.00068030047948,924.106769576682,1403.53457888142
1990-06-01,"sigma",1.00012858430464,2510.496174229,1535.12160268492
1990-06-01,"r_Inflation_Category[negative,Intercept]",1.00017908115058,1698.58343281971,1456.06666896856
1990-06-01,"r_Inflation_Category[low,Intercept]",0.999880555753971,1655.63403629849,1500.20454318981
1990-06-01,"r_Inflation_Category[high,Intercept]",1.00038517079058,1717.812230572,1589.12067428295
1990-07-01,"b_Intercept",1.00139473029929,1716.67029541369,1777.89215905995
1990-07-01,"b_CAPE",1.00144522715666,2644.28814377603,1566.92126708812
1990-07-01,"sd_Inflation_Category__Intercept",1.00205541647006,1154.91184634211,1192.11735798575
1990-07-01,"sigma",1.00046946100135,2093.84297729081,1848.36508298965
1990-07-01,"r_Inflation_Category[negative,Intercept]",1.00128653090271,1545.99884270963,1658.74409022602
1990-07-01,"r_Inflation_Category[low,Intercept]",1.00100794644265,1505.64484406383,1659.27531099224
1990-07-01,"r_Inflation_Category[high,Intercept]",1.0011558511396,1487.39796692611,1513.90114887412
1990-08-01,"b_Intercept",0.999696922994248,1697.7460824005,1666.10186472271
1990-08-01,"b_CAPE",1.00241530993461,1808.21701533086,1631.62981454626
1990-08-01,"sd_Inflation_Category__Intercept",1.00216219944981,1017.99221221502,1358.15577818007
1990-08-01,"sigma",1.00228434910919,2128.61202243287,1728.22822466662
1990-08-01,"r_Inflation_Category[negative,Intercept]",0.999978485273692,1516.41085760151,1591.62429251696
1990-08-01,"r_Inflation_Category[low,Intercept]",1.00028466108641,1591.808391211,1729.44679002923
1990-08-01,"r_Inflation_Category[high,Intercept]",1.00009425953605,1545.15871546821,1763.33644427846
1990-09-01,"b_Intercept",1.00074891563413,1421.74244915134,1687.62266820189
1990-09-01,"b_CAPE",1.00244637415473,2103.85688661176,1766.53003559281
1990-09-01,"sd_Inflation_Category__Intercept",1.00129197389211,1094.29564310454,1163.21955256023
1990-09-01,"sigma",0.999781179469408,2279.80693938967,1640.44537273518
1990-09-01,"r_Inflation_Category[negative,Intercept]",1.00206282246166,1387.99611211706,1664.09449209192
1990-09-01,"r_Inflation_Category[low,Intercept]",1.00229401126142,1366.68549837132,1644.56822021714
1990-09-01,"r_Inflation_Category[high,Intercept]",1.00123586998196,1345.69294566066,1462.43942064114
1990-10-01,"b_Intercept",1.00074997171997,1519.55866964449,1609.63099094023
1990-10-01,"b_CAPE",0.999824935235219,1829.2475359565,1553.68704107327
1990-10-01,"sd_Inflation_Category__Intercept",1.00067429115776,1008.97607675454,1066.19360775149
1990-10-01,"sigma",0.999846313759703,2549.49330715979,1684.55698378307
1990-10-01,"r_Inflation_Category[negative,Intercept]",0.999912404235464,1574.90232239683,1757.72765297143
1990-10-01,"r_Inflation_Category[low,Intercept]",1.00001967626134,1535.52107873261,1645.78441268824
1990-10-01,"r_Inflation_Category[high,Intercept]",1.00002031296534,1505.67293025777,1687.01288830966
1990-11-01,"b_Intercept",1.00080054969292,1551.73355293034,1660.9258698235
1990-11-01,"b_CAPE",1.00014687108222,2070.4032034949,1684.76030316919
1990-11-01,"sd_Inflation_Category__Intercept",1.00051538004153,923.980550663637,1501.37359592762
1990-11-01,"sigma",1.00277999250927,2395.67817923478,2002.01252815561
1990-11-01,"r_Inflation_Category[negative,Intercept]",1.00007938752301,1570.61652326542,1840.04781005216
1990-11-01,"r_Inflation_Category[low,Intercept]",1.00022449120894,1530.75937061589,1766.27704930591
1990-11-01,"r_Inflation_Category[high,Intercept]",1.00026710583832,1564.34169365121,1838.61773568986
1990-12-01,"b_Intercept",1.00131066520998,1933.96252438795,1702.72026758586
1990-12-01,"b_CAPE",1.00187176752334,2072.01446000894,1765.0232815713
1990-12-01,"sd_Inflation_Category__Intercept",0.999715121999084,927.047904119294,1179.57302653696
1990-12-01,"sigma",0.999801892971305,2384.46411981308,1778.19916094685
1990-12-01,"r_Inflation_Category[negative,Intercept]",1.0023030139399,1736.68219031646,1744.37513831922
1990-12-01,"r_Inflation_Category[low,Intercept]",1.00208241668513,1729.36809037,1812.23087551906
1990-12-01,"r_Inflation_Category[high,Intercept]",1.00183321325768,1746.8324779221,1874.17320485851
1991-01-01,"b_Intercept",1.00005169967278,1977.42328455649,1801.97526134647
1991-01-01,"b_CAPE",1.00028610853048,2661.24193460263,1804.45011060839
1991-01-01,"sd_Inflation_Category__Intercept",1.00117307681551,1043.5275622398,1309.93856697979
1991-01-01,"sigma",0.999791287574628,2428.11944416713,1994.00168059915
1991-01-01,"r_Inflation_Category[negative,Intercept]",0.999742933450165,1860.77871741865,1852.96257803009
1991-01-01,"r_Inflation_Category[low,Intercept]",0.999784636242904,1877.62570086884,1742.04073126135
1991-01-01,"r_Inflation_Category[high,Intercept]",0.999702291343699,1877.46316641586,1789.25545837133
1991-02-01,"b_Intercept",0.999918133480387,1544.59545986988,1544.26937669416
1991-02-01,"b_CAPE",0.999825063309263,2303.12960819431,1711.35191381084
1991-02-01,"sd_Inflation_Category__Intercept",1.00107583043878,935.973924484715,1269.87567423001
1991-02-01,"sigma",0.999969029504015,1986.94079785522,2023.15881162451
1991-02-01,"r_Inflation_Category[negative,Intercept]",0.999925332924299,1472.50721411618,1916.60508959674
1991-02-01,"r_Inflation_Category[low,Intercept]",1.00002638686502,1519.53517032488,1369.49723414227
1991-02-01,"r_Inflation_Category[high,Intercept]",1.00004002683625,1492.49501880063,1554.2244439335
1991-03-01,"b_Intercept",1.00108391091937,1925.22102107195,1867.87569478863
1991-03-01,"b_CAPE",0.999998788252446,2284.94051878706,1417.36485186263
1991-03-01,"sd_Inflation_Category__Intercept",1.00106630167142,924.484227221017,1291.29342499517
1991-03-01,"sigma",1.00135438231585,2628.42899926585,1804.6486483213
