"Date","Parameter","Rhat","ESS_Bulk","ESS_Tail","Block","Step"
1990-01-01,"b_Intercept",0.999684644001471,1907.05073997846,1859.39562823232,1,1
1990-01-01,"b_CAPE",0.999847223162646,2204.86520419134,1638.38837693368,1,1
1990-01-01,"sd_Inflation_Category__Intercept",0.999835998888229,1300.51004663047,1532.92476393836,1,1
1990-01-01,"sd_Inflation_Category__CAPE",1.00021005042577,1160.25159560074,1132.53004644828,1,1
1990-01-01,"cor_Inflation_Category__Intercept__CAPE",1.00274891551704,1622.7424131345,1773.80986194528,1,1
1990-01-01,"sigma",1.00096174122777,2919.18988253205,2132.69653203675,1,1
1990-01-01,"Intercept",0.999701412441396,2617.4819571441,2067.61958644228,1,1
1990-01-01,"r_Inflation_Category[high,Intercept]",0.99974382209996,2107.4221347872,1671.76589389812,1,1
1990-01-01,"r_Inflation_Category[low,Intercept]",0.999967902189019,1998.01218032142,1802.25113665352,1,1
1990-01-01,"r_Inflation_Category[medium,Intercept]",0.99967570155214,1952.23858515652,1923.87841017809,1,1
1990-01-01,"r_Inflation_Category[negative,Intercept]",0.999696693207907,1985.52756872042,2001.63833928595,1,1
1990-01-01,"r_Inflation_Category[high,CAPE]",0.999998372518912,2886.54539705428,2218.5257286914,1,1
1990-01-01,"r_Inflation_Category[low,CAPE]",0.999887181484239,2255.91280410606,2044.48252368596,1,1
1990-01-01,"r_Inflation_Category[medium,CAPE]",1.00027916726952,2514.36031417967,2626.08201395556,1,1
1990-01-01,"r_Inflation_Category[negative,CAPE]",0.999908959543041,2288.66053400064,2306.37738753481,1,1
1990-02-01,"b_Intercept",0.999684644001471,1907.05073997846,1859.39562823232,1,2
1990-02-01,"b_CAPE",0.999847223162646,2204.86520419134,1638.38837693368,1,2
1990-02-01,"sd_Inflation_Category__Intercept",0.999835998888229,1300.51004663047,1532.92476393836,1,2
1990-02-01,"sd_Inflation_Category__CAPE",1.00021005042577,1160.25159560074,1132.53004644828,1,2
1990-02-01,"cor_Inflation_Category__Intercept__CAPE",1.00274891551704,1622.7424131345,1773.80986194528,1,2
1990-02-01,"sigma",1.00096174122777,2919.18988253205,2132.69653203675,1,2
1990-02-01,"Intercept",0.999701412441396,2617.4819571441,2067.61958644228,1,2
